user_id,user_gender,age_group,location,interests
d8969,Female,18-24,Lake Billyville,food
51e72,Female,25-34,Mcculloughfort,"fitness, fashion, sports"
09ffb,Male,25-34,Alexiston,finance
be6b2,Male,35-44,West Danielport,"travel, fashion, lifestyle"
2e2ae,Male,18-24,South Leslieport,lifestyle
bc98a,Female,25-34,Kevinstad,finance
1a7ac,Female,35-44,East Cassandrahaven,travel
82f60,Male,18-24,Lake Reginaldfort,"sports, gaming"
346ba,Male,25-34,West William,"lifestyle, fitness, news"
66fa8,Other,25-34,North Natalie,"technology, travel"
da42e,Male,55-65,South Jenniferton,"health, photography"
082f6,Male,18-24,Port Zachary,"travel, technology"
1748c,Male,25-34,New Hunterport,"photography, art"
e814f,Male,18-24,New Heather,fitness
ba0b3,Female,55-65,Grantville,sports
b9763,Other,18-24,Williammouth,"art, photography"
725e9,Male,18-24,Lake Scott,travel
522f6,Male,45-54,Vanessafort,"fashion, food, finance"
b4fed,Male,25-34,Amandaburgh,sports
4b13c,Male,18-24,Davenportport,technology
aa510,Other,25-34,Campbellland,"fashion, art"
43dd5,Male,35-44,South Ashleyview,fitness
b2915,Male,25-34,East Austin,health
a1feb,Male,25-34,North David,"gaming, health"
952ae,Female,16-17,South Monicamouth,news
143ff,Male,35-44,Jasminmouth,"fitness, travel"
57f23,Female,18-24,Lopezmouth,travel
f519d,Male,35-44,Jillfurt,"food, art"
0875b,Other,16-17,Lake Maryton,"news, food, gaming"
d2b75,Female,25-34,New Kathyberg,"photography, technology, sports"
c416d,Female,25-34,New Erica,news
0c080,Other,25-34,Danielsburgh,"news, lifestyle, food"
0772a,Female,35-44,Valentineberg,"technology, sports"
23e81,Female,18-24,Lake Michelle,art
de350,Female,16-17,New Marcia,travel
d5bbe,Female,18-24,New Amandaview,health
aa545,Female,18-24,North John,fitness
aa4d3,Male,25-34,Chungfort,news
d3283,Female,18-24,Brittanychester,"technology, travel"
7b66f,Female,16-17,Christineborough,"art, lifestyle, food"
f5a0f,Female,18-24,Callahanburgh,health
25fe9,Male,25-34,Port Saraview,"sports, art"
b2912,Other,45-54,Danamouth,"fitness, food"
553b1,Male,18-24,New Victoriabury,"lifestyle, health, finance"
c45a3,Male,35-44,East Jeff,"finance, technology, fashion"
f66bc,Female,35-44,Port Kirsten,"art, lifestyle, fitness"
b6bb6,Male,25-34,West Julie,gaming
c6dd4,Female,18-24,Jeffreyland,"sports, finance"
aa3af,Female,18-24,New Troy,"health, gaming, finance"
4ee79,Male,25-34,Port Brianna,art
aaeab,Male,25-34,Kristenport,sports
d17b0,Male,35-44,Murphyfurt,"photography, art, fitness"
acdfb,Male,35-44,Meyerside,art
90e90,Male,16-17,North Dustinport,"sports, lifestyle"
bae96,Male,25-34,Amandahaven,"fitness, photography, fashion"
5eeae,Male,25-34,North Gina,sports
a5f46,Female,45-54,New Sonya,"lifestyle, photography, health"
8ada5,Male,18-24,Kennethfort,travel
551d6,Male,25-34,West Kevin,"finance, fitness, food"
04d60,Female,18-24,Jasonshire,"news, photography"
32d3b,Female,25-34,Abbottfurt,art
cc07c,Female,18-24,West Fredericktown,fashion
d8168,Male,18-24,Monicamouth,"finance, technology, travel"
3c1d6,Female,18-24,Ruizhaven,"photography, lifestyle, finance"
9df77,Female,18-24,Port Julie,"lifestyle, fashion, finance"
d9952,Male,25-34,South Margaretstad,sports
53183,Female,16-17,Port Matthewtown,"finance, photography"
52cd2,Female,25-34,Martinezland,"lifestyle, photography"
0e014,Female,25-34,Adamstown,"gaming, photography"
dc5fd,Female,35-44,West Joshua,"news, food, fitness"
43943,Male,25-34,Evelynmouth,"finance, sports"
4dd81,Male,35-44,Port Bethchester,"technology, lifestyle"
405bc,Female,25-34,South Shelby,fashion
845b7,Male,18-24,Gordonborough,"fashion, technology"
6a982,Other,25-34,East Michaela,"art, news, health"
afd95,Female,25-34,Brandymouth,"gaming, technology, fashion"
b8ee1,Female,18-24,Westtown,food
a9b30,Male,16-17,Garnerland,travel
4c46e,Female,18-24,Lake Coryport,"finance, food, fashion"
6d317,Other,18-24,Port Elizabethview,"technology, finance"
67d00,Female,18-24,Lake Alexandra,"news, sports, gaming"
d19fe,Female,35-44,West Richardside,"food, travel"
3ef28,Male,25-34,Derekhaven,technology
144f4,Male,25-34,Lake Michaelmouth,"travel, fashion, food"
57cd1,Female,25-34,West Thomasmouth,photography
e448c,Male,16-17,Hoffmanfurt,"lifestyle, fashion"
2d8bd,Male,35-44,East John,"travel, fitness"
abde9,Female,18-24,Port Erikshire,lifestyle
e011a,Male,16-17,East Corey,"health, technology, sports"
e7c26,Male,25-34,Port Joshua,"food, gaming, lifestyle"
098a5,Other,25-34,Cynthiatown,"fashion, lifestyle"
30716,Male,25-34,Adamville,"travel, fashion"
2c0a8,Male,18-24,Lake Sherri,"travel, health, food"
8eaf6,Male,25-34,Evansport,"lifestyle, health"
3d1d5,Male,25-34,South Nicholasland,"finance, food"
5a190,Male,35-44,Dianeview,"news, photography, food"
3d7c3,Female,25-34,East Melissa,health
d5ba2,Male,25-34,New Maria,photography
5fbb6,Male,35-44,New Blakefort,"gaming, food, fitness"
06cf9,Male,18-24,Laurenview,art
7bcb6,Male,18-24,North Michael,"travel, photography"
b606f,Male,18-24,Amyport,"lifestyle, health, travel"
1620e,Male,25-34,Lake Curtisberg,"health, finance, technology"
0d7cd,Male,16-17,North Patrick,lifestyle
46700,Male,35-44,South Allison,travel
a8c2c,Male,35-44,New Devinhaven,fashion
04d90,Male,25-34,Caseyfurt,"photography, art"
d8d9a,Male,45-54,Marktown,food
9024b,Male,16-17,Port Hollyfort,sports
d5ae0,Male,25-34,Hatfieldmouth,photography
109e8,Male,18-24,Heatherport,art
9fea8,Male,18-24,East Austin,art
6f065,Male,18-24,Joshualand,"lifestyle, food, finance"
957aa,Male,25-34,Garciaville,food
cb0b4,Male,35-44,East Davidstad,"fashion, sports, fitness"
6eef7,Female,25-34,Garymouth,lifestyle
7ac71,Male,25-34,Mendeztown,"food, technology, travel"
7d306,Male,25-34,Robertshire,"art, sports, travel"
4c264,Female,18-24,New Elizabethchester,sports
39823,Male,25-34,Lake Adamton,technology
cb2b7,Male,16-17,Kirbyhaven,art
4dbaa,Other,25-34,Daniellemouth,"health, fitness, travel"
b8ac2,Female,35-44,Blevinsburgh,"food, art"
f8d00,Other,25-34,Mendozafurt,finance
f5fdb,Male,25-34,Lisatown,"news, sports, fashion"
7ed56,Male,18-24,Sheaton,"news, photography, travel"
8643f,Male,25-34,Lynnville,"sports, technology"
d7438,Other,18-24,Taylorfort,"fashion, finance, art"
45b78,Male,25-34,Tylerberg,"sports, photography, finance"
12f1b,Female,16-17,Ginaborough,sports
f801e,Female,25-34,Craigton,"fashion, technology, health"
248b4,Female,25-34,Rebeccastad,"technology, lifestyle"
0998f,Male,35-44,Martinburgh,"technology, lifestyle"
29752,Other,25-34,Rachelfort,"fashion, travel, food"
8971e,Male,25-34,North Morgan,"fitness, gaming, sports"
812cd,Female,35-44,Nealton,"gaming, news"
0b58d,Male,18-24,North Nicholasburgh,fitness
0458d,Male,25-34,South Toddport,"finance, travel"
72355,Other,35-44,Port Rebekah,"finance, news"
1282d,Male,18-24,West Lucas,art
0a8dc,Female,18-24,South Samuelside,fitness
cb5e5,Female,35-44,Port Luis,"photography, travel, lifestyle"
7d6df,Male,25-34,Wendystad,"art, sports"
14518,Male,25-34,Port Michaelberg,"health, art"
fd27e,Female,25-34,East Nancy,"technology, lifestyle"
4c0cb,Female,25-34,West Sarah,"news, gaming"
7db63,Female,18-24,Kristyberg,news
f3813,Male,35-44,East Katherine,"lifestyle, fitness"
4c02a,Male,18-24,East Kevin,"photography, health"
8e4e8,Female,18-24,Randolphland,"lifestyle, technology, fitness"
0748b,Other,18-24,Leeberg,"technology, sports, health"
b4461,Male,18-24,New Breanna,"finance, lifestyle"
c8901,Male,18-24,Maryport,gaming
26b0c,Male,45-54,North Crystalland,"fashion, health"
afd40,Male,18-24,Tylerville,"gaming, news, art"
31f1d,Male,25-34,Lake Timothy,"technology, photography"
972a4,Male,18-24,New Krista,"finance, news, photography"
69c09,Female,18-24,East Amyshire,"health, news, finance"
801b4,Male,25-34,South Tiffanybury,finance
0aa2c,Male,25-34,Codymouth,"health, gaming"
67dd9,Female,16-17,South Robertberg,"fashion, technology, fitness"
648b1,Male,25-34,Krystalmouth,"finance, food, fitness"
1e7b0,Male,25-34,Heatherborough,news
3b0c2,Female,25-34,Graymouth,fashion
bfcaa,Male,25-34,East Coryhaven,lifestyle
c8f31,Female,25-34,Fowlershire,"travel, sports"
bfadb,Male,25-34,West Anthony,"travel, fashion, fitness"
de823,Female,35-44,South Mckenzie,gaming
ffbc0,Male,18-24,South Daniel,finance
85379,Female,18-24,Rebeccachester,"art, technology"
5ecac,Other,18-24,Jacquelinemouth,sports
a148b,Male,25-34,South Michelle,"health, technology, finance"
a31d6,Other,16-17,Raymondstad,"lifestyle, health, technology"
059e3,Female,25-34,South Victoria,technology
30074,Male,25-34,Bowmanmouth,"sports, gaming, photography"
3cf04,Male,25-34,Port Lauraport,"sports, travel, health"
7276f,Other,18-24,Jeffport,"gaming, fitness"
6c8f0,Female,25-34,Lake Brian,gaming
14ece,Female,25-34,East Stevenchester,"technology, lifestyle, food"
b6915,Male,16-17,Deanton,travel
8d184,Male,25-34,Sarachester,"photography, fitness, travel"
ee5a1,Other,18-24,East Joshua,"sports, health"
81a90,Other,25-34,New Thomasport,"photography, gaming"
195ac,Other,25-34,North Jenniferside,"art, fashion"
d5b37,Female,25-34,New Sandra,photography
d4d1d,Male,25-34,Port Travis,"health, finance, gaming"
0cb5f,Male,25-34,Lake Nicolemouth,"art, fitness"
0d4d1,Female,18-24,East Zachary,"health, gaming, technology"
69463,Male,18-24,South Erinfort,"health, news"
643ce,Female,18-24,Lake Catherineborough,technology
30088,Male,18-24,West Sherry,"finance, technology"
a2602,Male,16-17,Williamside,"technology, sports"
bc8ac,Female,25-34,Lake Shawn,"photography, health"
c8e5c,Female,25-34,Wintersview,"travel, health"
cbb67,Female,25-34,Josephhaven,lifestyle
12e4d,Female,25-34,West Martinchester,"travel, fashion"
dcb2d,Male,25-34,Hansonbury,food
be6e3,Male,35-44,Hendrixchester,fitness
6d68c,Male,18-24,Lake Sean,fashion
f150d,Male,18-24,Kelleybury,photography
ff50e,Other,35-44,Jessicatown,"lifestyle, travel, food"
2cb73,Male,25-34,Lake Melissa,"finance, food, gaming"
9a478,Male,35-44,Andersenview,"news, gaming, travel"
71f12,Male,18-24,Lake Brittney,"photography, news"
96ac5,Male,25-34,Michaelfort,art
19bcd,Female,35-44,Deborahport,finance
11ce0,Male,35-44,Cantuport,art
fd88b,Female,18-24,Hensleyside,"art, fitness"
cb8b2,Male,18-24,Jefferyton,food
5890a,Female,25-34,East James,photography
f91b0,Female,25-34,Hamiltonville,"art, travel, fashion"
5fa16,Male,25-34,Starkburgh,"art, fashion"
19af7,Female,25-34,Johnsonport,"photography, technology"
95f90,Male,35-44,New Joshua,lifestyle
550c2,Male,18-24,West Paul,"art, gaming"
9a07e,Female,25-34,Theresaborough,"fitness, gaming, photography"
a70f0,Male,18-24,West Keith,"photography, fitness, health"
8ffd2,Male,25-34,New Samanthabury,"gaming, food, technology"
4804b,Male,18-24,West Michaelberg,"food, lifestyle, news"
c3ea7,Male,18-24,Clarkechester,technology
e0d87,Female,18-24,New Sharon,"gaming, fitness, technology"
28bb1,Other,25-34,South Alicia,travel
4b68a,Other,35-44,Tarafort,"travel, food, fitness"
f464f,Female,18-24,South Kathy,"technology, food"
586f5,Female,25-34,Valeriemouth,"health, travel, finance"
009f1,Other,18-24,Lake Gregorybury,"finance, photography"
aec1a,Male,35-44,Jeffreystad,"food, art, fitness"
76182,Female,35-44,Goldenside,"art, fashion"
14887,Male,18-24,Espinozaton,fitness
798d0,Female,25-34,Mauricemouth,lifestyle
24f19,Female,16-17,Deannaberg,"art, technology"
e539e,Other,18-24,West Allison,health
51640,Male,25-34,Hartmouth,"technology, lifestyle"
c237b,Male,16-17,Salazarstad,"finance, photography"
e4f71,Male,25-34,Erikaton,"news, fashion"
394a6,Female,25-34,South Barbara,"finance, health"
45692,Female,18-24,Lake Cynthiachester,"art, technology, finance"
a91a3,Female,25-34,Kaylafort,"health, finance"
6491b,Male,25-34,Theresaside,"art, news"
58b1b,Male,16-17,South Anthony,"travel, fashion"
fb256,Male,25-34,New Bobbyton,"lifestyle, fashion, gaming"
a6ed9,Male,25-34,Ryanchester,"fashion, photography, technology"
9ced6,Male,16-17,Andersonport,finance
b5d0b,Other,16-17,North Steven,"food, gaming, photography"
e9ef9,Male,35-44,West Colleenside,"art, sports, travel"
310a0,Female,25-34,Timothyside,news
70cf4,Female,25-34,Jacobchester,fitness
8f944,Male,35-44,Jenniferbury,"photography, travel, sports"
f7d4f,Male,35-44,Carrhaven,art
8e22c,Male,35-44,Lake Timothy,"travel, food"
ae4c1,Female,18-24,West Michael,"news, lifestyle, travel"
de348,Female,35-44,Lopezton,gaming
f9b58,Female,25-34,Codyview,"news, health, lifestyle"
087cc,Male,16-17,East Matthew,"gaming, fashion"
66e84,Male,18-24,New Jenniferberg,technology
19dfd,Female,18-24,Fosterberg,"news, technology"
ce696,Male,25-34,Alexanderside,"food, gaming"
f269c,Male,35-44,Jenniferborough,"fitness, gaming, news"
9ba5a,Female,35-44,Port Patty,art
ccaf9,Female,18-24,Simsview,"photography, travel, fitness"
61a80,Other,25-34,Tuckerview,"travel, photography, food"
71c38,Male,25-34,South Jose,"lifestyle, photography, news"
da3c7,Female,25-34,Amandaberg,"sports, finance, photography"
f52b2,Male,16-17,Donaldsonshire,"lifestyle, finance"
009c3,Male,18-24,Jonestown,art
ed6be,Male,25-34,Port Donald,"art, fashion, technology"
1e480,Male,16-17,East Jameston,"fashion, lifestyle"
84e64,Male,25-34,Michaelside,sports
23451,Male,18-24,Brandtstad,"food, health"
ae540,Female,25-34,Lake Steven,"food, news"
52715,Male,18-24,North Williamfurt,"lifestyle, finance, travel"
735df,Female,18-24,East Laura,health
f3ca5,Female,18-24,Port Caroline,"lifestyle, news, food"
b0c70,Female,25-34,Collinsside,"art, finance, health"
e1113,Female,18-24,Howardshire,"sports, gaming, technology"
097f5,Male,16-17,Port Leslie,travel
ed09b,Male,25-34,Port Sarah,"news, food"
5cd8b,Male,25-34,Timothyfort,sports
9feef,Male,18-24,Patrickmouth,"fitness, photography, news"
0364e,Male,18-24,Moraleshaven,news
3ce42,Female,25-34,Duncanbury,fashion
2356b,Female,18-24,North Robin,"technology, art, finance"
3be2f,Male,18-24,Stevenhaven,"sports, lifestyle, finance"
dd341,Female,25-34,Alexandraview,"travel, food"
71e8e,Male,35-44,East Rebeccastad,"fashion, art, travel"
ee36e,Female,25-34,South Deborahhaven,finance
b13f3,Male,18-24,Crosbyberg,art
db1fd,Male,35-44,Lake Brandonchester,photography
2be03,Female,25-34,East Nicholas,fitness
7be79,Male,25-34,East Donna,technology
49c43,Female,18-24,New Sandrafort,travel
4d62a,Male,25-34,Gloriaview,"finance, technology"
522a2,Male,25-34,Port Kristinfurt,"gaming, news"
f4544,Other,18-24,South Heathermouth,lifestyle
0cbef,Female,25-34,Port Madison,"fitness, news, art"
13088,Female,25-34,Jasmineland,lifestyle
10341,Other,45-54,New Lisaland,lifestyle
a7d28,Male,35-44,Deanberg,"fitness, lifestyle"
8ad8a,Female,25-34,Judithton,"food, news"
2d5de,Male,25-34,West Melissa,"fashion, art"
1c5b3,Female,25-34,Lake David,"sports, lifestyle"
0ae44,Male,18-24,Cynthiaburgh,"travel, news"
b609e,Male,25-34,East Rachelport,lifestyle
db502,Male,25-34,New Heathermouth,"health, fashion"
d51a6,Male,25-34,West Kathleen,"technology, travel, health"
ad2cd,Female,25-34,Perryton,"fashion, fitness"
15405,Male,35-44,North Sara,food
e26c9,Male,25-34,Douglaston,"fitness, travel"
811bb,Female,25-34,South James,"technology, travel, gaming"
9c3ea,Male,25-34,Kaylastad,"fashion, lifestyle"
3db85,Male,25-34,Olsonfurt,"news, food, gaming"
a8ded,Male,18-24,Lake Lindachester,"technology, gaming, art"
18898,Male,25-34,Jadefort,travel
3484c,Male,25-34,New Sarahport,fashion
b51be,Female,16-17,Kaitlynhaven,art
78ced,Male,18-24,Lake Alicia,news
5eb96,Male,25-34,North Samuelland,fashion
0ce7e,Female,45-54,South Douglastown,health
16ffa,Female,35-44,North Crystal,travel
b5510,Female,18-24,New Austin,"travel, sports"
b305b,Male,18-24,West Johnton,"technology, news, food"
31064,Female,16-17,Sabrinaton,"travel, art, technology"
2f7e2,Male,35-44,North Carlland,fitness
e3035,Male,35-44,South Brandon,"health, fitness"
bc780,Female,25-34,North Johntown,"photography, finance, fitness"
00ad4,Male,25-34,Rachelbury,"sports, technology"
ca7af,Male,25-34,Smithhaven,"art, food, sports"
fbf9c,Male,35-44,Elizabethville,sports
8219e,Male,45-54,Allenville,"sports, lifestyle, fashion"
aeeff,Male,16-17,New Phyllis,"lifestyle, art"
e077a,Male,25-34,Rogersmouth,"finance, fitness, art"
6c33b,Male,18-24,Webbfurt,"health, photography, finance"
9ba91,Female,18-24,North Timothyshire,"finance, fitness, art"
e2bb5,Male,18-24,Markfort,travel
4e50b,Male,25-34,Deborahhaven,fashion
0f9d5,Male,18-24,Joannatown,"photography, food"
3a3df,Other,25-34,Nelsonhaven,lifestyle
6659b,Male,55-65,North Holly,"technology, lifestyle"
27958,Male,25-34,Romanmouth,"fashion, health"
161dc,Male,16-17,Elizabethstad,fashion
b6a7d,Male,18-24,Tinaport,"health, news"
c5205,Male,25-34,Alvaradoborough,fitness
94413,Male,35-44,Manningtown,"technology, fitness, gaming"
8c582,Female,18-24,Leroyberg,"food, technology, art"
80904,Male,18-24,New Jacquelinechester,"fashion, finance"
ef6e9,Female,25-34,Jonesberg,"sports, news"
8689c,Other,55-65,East Karenchester,fitness
0e561,Male,35-44,Davidton,"art, gaming"
a5e61,Male,25-34,New Brandi,"art, technology, lifestyle"
bd205,Male,18-24,Vincentfurt,gaming
3c500,Male,25-34,Johnsonshire,"art, travel"
2d9f9,Male,18-24,Edwinhaven,sports
6fa65,Male,25-34,Port Juliehaven,"food, photography, travel"
ac677,Male,18-24,Port Sandra,"fashion, news"
fcbe7,Female,18-24,New Cassandrachester,technology
e05cf,Female,25-34,Scottmouth,"finance, gaming, sports"
cfd8d,Female,25-34,Lake Monica,fitness
3b421,Female,25-34,North Jill,"sports, photography"
efced,Male,18-24,West Dave,"lifestyle, fitness, sports"
4af06,Male,18-24,East Stephaniestad,"sports, food, gaming"
1069e,Male,25-34,New Mistyland,food
15dd6,Male,35-44,Phillipshaven,"sports, technology, fitness"
2a895,Female,25-34,North Dylan,"finance, technology, art"
7039b,Male,25-34,Port Markchester,art
92059,Other,35-44,South Sherryport,"art, technology"
322af,Male,45-54,Jefferyberg,travel
ed7d6,Male,16-17,Jamieburgh,fitness
d9686,Female,45-54,Avilaland,"lifestyle, technology"
a731d,Male,25-34,Jessicaland,"travel, photography"
97ca1,Male,16-17,Woodardton,"fitness, travel"
6b034,Male,35-44,Jamesborough,fashion
c983a,Female,18-24,Hernandezmouth,news
cf4bb,Male,18-24,Santiagobury,"art, technology"
5a69b,Male,16-17,Heathfurt,food
12d53,Female,25-34,Autumnfurt,art
5735f,Male,35-44,Rhondaton,food
f7c30,Female,35-44,Larryberg,"fitness, art, gaming"
2955f,Female,16-17,South Amyfurt,"finance, lifestyle"
f3861,Female,25-34,Barrberg,finance
dc6f5,Other,18-24,Sullivanchester,food
65fb9,Other,25-34,Lake Elizabeth,"travel, photography, art"
8f973,Male,18-24,Chaseberg,"health, lifestyle"
ad677,Male,25-34,Port James,"gaming, photography, technology"
b4aed,Male,35-44,East Daniel,"finance, gaming"
cbdf6,Male,18-24,South Jamesfort,technology
07366,Male,18-24,West Deniseberg,"lifestyle, travel, fitness"
76fb5,Female,35-44,Michaelburgh,"fashion, finance"
fd591,Other,18-24,Garciaton,"sports, finance, travel"
f6ef2,Male,25-34,Waltershire,"health, fitness"
36ee7,Other,18-24,East Alexandria,photography
b817e,Other,18-24,Nicholashaven,"lifestyle, art"
9e470,Female,25-34,New Christopherchester,"photography, gaming, fashion"
5ae56,Other,18-24,New Katrina,food
35912,Female,18-24,North Erichaven,art
1ef29,Female,35-44,Lake John,"news, art"
